Ligand;SMILES
1f4g/active_15.mol;Cc1ccc2c(c1Sc1ccncc1)c(=O)[nH]c(n2)N
1f4g/active_2.mol;C#CCN(c1ccc(c(c1)F)C(=O)N[C@H](C(=O)[O])CCC(=O)[O])Cc1cc2c(cc1C)nc([nH]c2=O)C
1f4g/active_3.mol;[O]C(=O)CC[C@@H](C(=O)[O])NC(=O)c1ccc(s1)N(Cc1ccc2c(c1)c(=O)nc([nH]2)C)C
1f4g/active_4.mol;O=CN1[C@H](CNc2ccc(cc2)C(=O)N[C@@H](C(=O)[O])CCC(=O)[O])CNc2c1c(=O)nc([nH]2)N
1f4g/active_5.mol;[O]C(=O)CC[C@@H](C(=O)[O])NC(=O)c1ccc(cc1)S(=O)(=O)N1CCC[C@@H]1C(=O)[O]
1f4g/active_6.mol;[O]C(=O)CC[C@@H](C(=O)[O])NC(=O)c1ccc(cc1)CCc1c[nH]c2c1c(=O)[nH]c(n2)N
1f4g/active_7.mol;O[C@H]1C[C@@H](O[C@@H]1COP(=O)([O])[O])n1ccc(=O)[nH]c1=O
1f4g/active_8.mol;O[C@H]1C[C@@H](O[C@@H]1COP(=O)([O])[O])n1ccc(nc1=O)N
1f4g/active_9.mol;O[C@H]1C[C@@H](O[C@@H]1COP(=O)([O])[O])n1ccc(nc1=O)N
1fgi/active_1.mol;[O]C(=O)CCc1c([nH]cc1C)/C=C/1\C(=O)Nc2c1cc(Br)cc2
1fgi/active_10.mol;CC[NH2]CCOc1ccc(cc1)Nc1ncc2c(n1)n(C)c(=O)c(c2)c1c(Cl)cccc1Cl
1fgi/active_11.mol;[O]C(=O)CCc1c(/C=C/2\C(=O)Nc3c2cc(Br)cc3)[nH]c2c1CCCC2
1fgi/active_12.mol;C[NH]1CC[NH](CC1)CCCNc1ncc2c(n1)nc(c(c2)c1c(Cl)cccc1Cl)NC(=O)NC(C)(C)C
1fgi/active_13.mol;COc1cc(cc(c1)OC)c1cc2=CN[C@@H](C=c2nc1NC(=O)NC(C)(C)C)NCCC[NH]1CCOCC1
1fgi/active_14.mol;CC[NH](COc1ccc(cc1)Nc1ncc2c(n1)n(C)c(=O)c(c2)c1ccccc1)CC
1fgi/active_15.mol;C[NH](CCOc1ccc(cc1)Nc1ncc2c(n1)n(C)c(=O)c(c2)c1c(Cl)cccc1Cl)C
1fgi/active_16.mol;[O]C(=O)CCCc1ccc(cc1)Nc1ncc2c(n1)n(C)c(=O)c(c2)c1c(Cl)cccc1Cl
1fgi/active_17.mol;[O]C(=O)CCc1c(/C=C/2\C(=O)Nc3c2cc(cc3)C(=O)[O])[nH]c2c1CCCC2
1fgi/active_18.mol;COc1ccccc1c1ccc2c(c1)NC(=O)/C/2=C\c1[nH]c2c(c1CCC(=O)[O])CCCC2
1fgi/active_19.mol;Clc1cccc(c1c1cc2cnc(nc2n(c1=O)C)Nc1ccc(cc1)OCC[NH]1CCCCC1)Cl
1fgi/active_2.mol;[O]C(=O)CCc1c(C)[nH]c(c1C)/C=C/1\C(=O)Nc2c1cc(cc2)C(=O)[O]
1fgi/active_20.mol;C[NH]1CC[NH](CC1)Cc1ccc(cc1)Nc1ncc2c(n1)n(C)c(=O)c(c2)c1c(Cl)cccc1Cl
1fgi/active_21.mol;C[NH]1CC[NH](CC1)CCCNc1ncc2c(n1)nc(c(c2)c1c(Cl)cccc1Cl)NC(=O)NCc1ccccc1
1fgi/active_22.mol;[O]C(=O)CCCCCNc1ncc2c(n1)n(C)c(=O)c(c2)c1c(Cl)cccc1Cl
1fgi/active_23.mol;CC[NH](CCOc1ccc(cc1)Nc1ncc2c(n1)n(CC)c(=O)c(c2)c1c(Cl)cccc1Cl)CC
1fgi/active_24.mol;CC[NH](CCOc1ccc(cc1)Nc1ncc2c(c1)n(C)c(=O)c(c2)c1c(Cl)cccc1Cl)CC
1fgi/active_25.mol;CC[N](CCOc1ccc(cc1)Nc1ncc2c(n1)n(C)c(=O)c(c2)c1c(Cl)cccc1Cl)(CC)[O]
1fgi/active_26.mol;CC[NH](CCCOc1ccc(cc1)Nc1ncc2c(c1)n(C)c(=O)c(c2)c1c(Cl)cccc1Cl)CC
1fgi/active_27.mol;CN1[C@H]2C=C(NCCCCC[NH]3CC[NH](CC3)C)NC=C2C=C(C1=O)c1c(Cl)cccc1Cl
1fgi/active_28.mol;CC[N](CCOc1ccc(cc1)Nc1ncc2c(n1)n(C)c(=O)c(c2)c1c(Cl)cccc1Cl)(CC)C
1fgi/active_29.mol;[O]C(=O)Cc1ccc(cc1)Nc1ncc2c(n1)n(C)c(=O)c(c2)c1c(Cl)cccc1Cl
1fgi/active_3.mol;[O]C(=O)CCc1c[nH]c(c1C)/C=C/1\C(=O)Nc2c1cc(cc2)C(=O)[O]
1fgi/active_30.mol;CC[NH](CCCNc1ncc2c(n1)nc(c(c2)c1c(Cl)cccc1Cl)NC(=O)NC(C)(C)C)CC
1fgi/active_31.mol;C[NH]1CCN(CC1)c1ccc(cc1)Nc1ncc2c(n1)n(C)c(=O)c(c2)c1c(Cl)cccc1Cl
1fgi/active_32.mol;CN1[C@H]2C=C(NCCC[NH]3CCOCC3)NC=C2C=C(C1=O)c1c(Cl)cccc1Cl
1fgi/active_33.mol;C[NH]1CCN(CC1)c1ccc(cc1)Nc1ncc2c(c1)n(C)c(=O)c(c2)c1c(Cl)cccc1Cl
1fgi/active_34.mol;CC[NH](COc1ccc(cc1)Nc1ncc2c(n1)n(C)c(=O)c(c2)c1c(Cl)cccc1Cl)CC
1fgi/active_35.mol;C[NH]1CC[NH](CC1)CCOc1ccc(cc1)Nc1ncc2c(c1)n(C)c(=O)c(c2)c1c(Cl)cccc1Cl
1fgi/active_36.mol;C[NH]1CC[NH](CC1)CCCCNc1ncc2c(n1)nc(c(c2)c1c(Cl)cccc1Cl)NC(=O)NC(C)(C)C
1fgi/active_37.mol;CN1[C@H]2C=C(NCCCC[NH]3CCOCC3)NC=C2C=C(C1=O)c1c(Cl)cccc1Cl
1fgi/active_38.mol;C[NH](CCCOc1ccc(cc1)Nc1ncc2c(n1)n(C)c(=O)c(c2)c1c(Cl)cccc1Cl)C
1fgi/active_39.mol;CC[NH](COc1ccc(cc1)Nc1ncc2c(n1)n(CC)c(=O)c(c2)c1c(Cl)cccc1Cl)CC
1fgi/active_4.mol;[O]C(=O)CCc1c(C)c[nH]c1/C=C/1\C(=O)Nc2c1c(C)ccc2
1fgi/active_40.mol;CC[NH](CCOc1ccc(cc1)Nc1ncc2c(n1)n(C)c(=O)c(c2)c1c(Cl)cccc1Cl)CC
1fgi/active_41.mol;CC[NH](CCCCNC1=C[C@@H]2C(=CN1)C=C(C(=O)N2)c1c(Cl)cccc1Cl)CC
1fgi/active_42.mol;C[NH]1CCN(CC1)c1ccc(cc1)Nc1ncc2c(n1)n(C1CCCCC1)c(=O)cc2
1fgi/active_43.mol;C[NH]1CC[NH](CC1)CCCCNc1ncc2c(n1)n(C)c(=O)c(c2)c1c(Cl)cccc1Cl
1fgi/active_44.mol;C[NH]1CC[NH](CC1)CCCOc1ccc(cc1)Nc1ncc2c(c1)n(C)c(=O)c(c2)c1c(Cl)cccc1Cl
1fgi/active_45.mol;C[NH]1CC[NH](CC1)CCCCCNc1ncc2c(n1)n(C)c(=O)c(c2)c1c(Cl)cccc1Cl
1fgi/active_46.mol;CN1[C@H]2C=C(NCCC[NH]3CC[NH](CC3)C)NC=C2C=C(C1=O)c1c(Cl)cccc1Cl
1fgi/active_47.mol;CC[NH](CCCNC1=C[C@H]2C(=CN1)C=C(C(=O)N2C)c1c(Cl)cccc1Cl)CC
1fgi/active_48.mol;CCNC(=O)Nc1nc2=C[C@H](N)NC=c2cc1c1c(Cl)cccc1Cl
1fgi/active_49.mol;[O]C(=O)CCc1c[nH]c(c1C)/C=C/1\C(=O)Nc2c1cc(cc2)S(=O)(=O)N
1fgi/active_5.mol;[O]C(=O)CCc1c(/C=C/2\C(=O)Nc3c2cc(cc3)S(=O)(=O)N)[nH]c2c1CCCC2
1fgi/active_50.mol;CC(Nc1ncc2c(n1)n(C)c(=O)c(c2)c1c(Cl)cccc1Cl)C
1fgi/active_6.mol;C[NH]1CC[NH](CC1)CCCNc1ncc2c(n1)nc(c(c2)c1c(Cl)cccc1Cl)NC(=O)NC1CCCCC1
1fgi/active_7.mol;COc1ccc(cc1)c1ccc2c(c1)NC(=O)/C/2=C\c1[nH]c2c(c1CCC(=O)[O])CCCC2
1fgi/active_8.mol;COc1ccc(cc1)NC(=O)Nc1nc2nc(NCCC[NH]3CC[NH](CC3)C)ncc2cc1c1c(Cl)cccc1Cl
1fgi/active_9.mol;[NH3]CCOc1ccc(cc1)Nc1ncc2c(n1)n(C)c(=O)c(c2)c1c(Cl)cccc1Cl
1fjs/active_1.mol;[NH3]C(c1cccc(c1)COC(=O)c1cc2c(n1Cc1cccc(c1)C([NH3])[NH3])cccc2)[NH3]
1fjs/active_10.mol;O=C(c1cc2c(n1Cc1cccc(c1)C(=[NH2])N)ccc(c2)OCc1ccccc1)NCc1cccc(c1)C(=[NH2])N
1fjs/active_11.mol;NC(=[NH2])c1ccc(cc1)NCc1nc2c(n1C)ccc(c2)Cn1c(C)nc2c1cccc2
1fjs/active_12.mol;Clc1ccc2c(c1)sc(c2)S(=O)(=O)N1CCN(C(=O)C1)Cc1ccc(cc1)C(=[NH2])N
1fjs/active_13.mol;CCOC(=O)CO/N=C(\C1(CC1)c1ccc2c(c1)nc(n2C)CNc1ccc(cc1)C(=[NH2])N)/c1ccccn1
1fjs/active_14.mol;NC(=[NH2])N1CCC(CC1)CNC(=O)c1cc2c(n1Cc1cccc(c1)C(=[NH2])N)cccc2C
1fjs/active_15.mol;NC(=[NH2])c1cccc(c1)CNC(=O)c1cc2c(n1Cc1cccc(c1)C(=[NH2])N)cccc2O
1fjs/active_16.mol;[CH2]CC([C@@H]1CC[C@@H](CC1)C(=O)N[C@@H]([C@H](C(=O)OC)Cc1cccc(c1)C([NH3])[NH3])C)C[CH2].[O].[NH]
1fjs/active_17.mol;Fc1cc(ccc1NC(=O)c1nnnn1c1ccc2c(c1)c(N)no2)c1ccccc1S(=O)(=O)N
1fjs/active_18.mol;OCCn1c(CN2CCN(CC2=O)S(=O)(=O)c2cc3c(s2)cc(cc3)Cl)cc2c1ccnc2
1fjs/active_19.mol;O=C([C@@H](c1nccs1)NC(=O)c1ccc2c(c1)[nH]cc2Cl)NC[C@@H]1CC[N@H](CC1)C1CCCC1
1fjs/active_2.mol;O=C(Cc1c[nH]c2c1cc(cc2)C(=[NH2])N)Nc1ccc(cc1I)c1ccccc1S(=O)(=O)N
1fjs/active_20.mol;Fc1c(Oc2cccc(c2)C(=[NH2])N)nc(c(c1C)F)Oc1cccc(c1)C(=[NH2])N
1fjs/active_21.mol;[O]C(=O)[C@H](c1ccc(cc1)O[C@H]1CCN(C1)[C](N)C)Cc1ccc2c(c1)cc(cc2)C(=[NH2])N
1fjs/active_22.mol;OCCn1c(CN2CCN(CC2=O)S(=O)(=O)c2cc3c(s2)cc(cc3)Cl)cc2c1ccnc2
1fjs/active_23.mol;O=C(c1ccc(cc1)c1ccccc1S(=O)(=O)N)NCCOc1cccc(c1)C(=[NH2])N
1fjs/active_24.mol;O=C(Nc1ccc(cc1)C(=O)N1CC=CC1)COc1cccc(c1)C(=[NH2])N
1fjs/active_25.mol;[NH3]Cc1cccc(c1)c1ccc(cc1)C(=O)N[C@@H]([C@H](C(=O)OC)Cc1cccc(c1)C(=[NH2])N)C
1fjs/active_26.mol;Clc1cccc(c1)CCNC(=O)c1cc2c(n1Cc1cccc(c1)C(=[NH2])N)cccc2O
1fjs/active_27.mol;C[NH]1CC[NH](CC1)Cc1csc(c1Cl)C(=O)Nc1ccc(cc1C(=O)Nc1ccc(cc1)Cl)Cl
1fjs/active_28.mol;O=C(C1(CC1)c1ccc2c(c1)nc(c(=O)n2C)Cc1ccc(cc1)C(=[NH2])N)N1CCCC1
1fjs/active_29.mol;O=C1N(CC[C@@H]1NS(=O)(=O)c1cc2c(s1)cccn2)CC1=CC2=C(N)NC=C[C@@H]2C=C1
1fjs/active_3.mol;[O]C(=O)CN(c1c(F)c(Oc2cccc(c2)[C]2NCCN2C)nc(c1F)Oc1cc(ccc1O)C(=[NH2])N)C
1fjs/active_30.mol;O=C(N[C@@H](C(=O)NCCc1ccccc1)Cc1cccc(c1)C(=[NH2])N)N[C@@H]1[C@@H]2C[C@@H]3C[C@H]1C[C@H](C2)C3
1fjs/active_31.mol;NC(=[NH2])c1cccc(c1)CNC(=O)c1cc2c(n1Cc1cccc(c1)C(=[NH2])N)cccc2C
1fjs/active_32.mol;O=C1N(CC[C@@H]1NS(=O)(=O)c1cc2c(s1)ccc[nH]2)Cc1ccc2c(c1)c(N)ncc2
1fjs/active_33.mol;COc1cccc2c1cc(n2Cc1cccc(c1)C(=[NH2])N)C(=O)NCCc1ccc(cc1)O
1fjs/active_34.mol;COc1cc(ccc1Oc1c(F)c(Oc2cccc(c2)N(C)C)nc(c1F)Oc1cc(ccc1O)C(=[NH2])N)C(=O)[O]
1fjs/active_35.mol;CCOC(=O)CO/N=C(\C1(CC1)c1ccc2c(c1)N[C@@H](N2C)CNc1ccc(cc1)C(=[NH2])N)/c1ccccn1
1fjs/active_36.mol;[NH3]Cc1cccc(c1)c1ccc(cc1)C(=O)N[C@@H]([C@H](C(=O)OC)Cc1cccc(c1)C(=[NH2])N)C
1fjs/active_37.mol;O=C1N(CC[C@@H]1NS(=O)(=O)c1sc2c(c1)nccc2)Cc1[nH]c2c(c1)ccnc2
1fjs/active_38.mol;NC(=[NH2])c1cccc(c1)Cn1c(cc2c1cccc2C)C(=O)NCc1cccc2c1cccc2
1fjs/active_39.mol;[O]C(=O)[C@@H](NC(=O)c1ccc(cc1)C(=[NH2])N)COc1cccc(c1)C(=[NH2])N
1fjs/active_4.mol;COC(=O)[C@@H]([C@H](NC(=O)[C@@H]1CC[C@@H](CC1)C1CCN(CC1)[O])C)Cc1cccc(c1)C([NH3])[NH3]
1fjs/active_40.mol;O=C(Nc1ccc2c(c1)cccc2)CNC(=O)c1cc2c(n1Cc1cccc(c1)C(=[NH2])N)cccc2O
1fjs/active_41.mol;Clc1ccc2c(c1)sc(c2)S(=O)(=O)N1CCN(C(=O)C1)Cc1cccc(c1)C(=[NH2])N
1fjs/active_42.mol;O=C(c1cc2c(n1Cc1cccc(c1)C(=[NH2])N)cccc2O)NCc1nccc2c1cccc2
1fjs/active_43.mol;NC(=[NH2])c1cccc(c1)COC(=O)c1cc2c(n1Cc1cccc(c1)C(=[NH2])N)cccc2C
1fjs/active_44.mol;O=C(N[C@@H](C(=O)Nc1ccc(cc1)N1CCOCC1=O)C)Nc1ccc(cc1)Cl
1fjs/active_45.mol;Fc1ccc(cc1)NC(=O)c1cc(C)ccc1NC(=O)c1sc2c(c1Cl)cccc2
1fjs/active_46.mol;C[NH]1[CH][CH]C(=CC1)[C@@H](NC(=O)c1cc2c(n1Cc1cccc(c1)C(=[NH2])N)cccc2)C
1fjs/active_47.mol;O=C(c1cc2c(n1Cc1cccc(c1)C(=[NH2])N)ccc(c2)OCc1ccccc1)OCc1cccc(c1)C(=[NH2])N
1fjs/active_48.mol;COC(=O)c1c(C(=O)NCC2=CC[NH]([CH][CH]2)C)n(c2c1cccc2)Cc1cccc(c1)C(=[NH2])N
1fjs/active_49.mol;Clc1ccc2c(c1)sc(c2)S(=O)(=O)N1CCN(C(=O)C1)Cc1ccc(cc1)C(=[NH2])N
1fjs/active_5.mol;O=C(CN1CNc2c1cc(cc2)C(=[NH2])N)Nc1ccc(cc1)c1ccccc1S(=O)(=O)N
1fjs/active_50.mol;O=C(c1cc2c(n1Cc1cccc(c1)C(=[NH2])N)cccc2O)NCc1ccccc1
1fjs/active_6.mol;NC(=[NH2])c1ccc(cc1)CNC(=O)c1cc2c(n1Cc1cccc(c1)C(=[NH2])N)cccc2O
1fjs/active_7.mol;[O]C(=O)[C@H](c1cccc(c1)c1cccc(c1)C(=[NH2])N)CCCNC1=CCNC=C1
1fjs/active_8.mol;NC(=[NH2])c1ccc(cc1)CNC(=O)c1cn(c2c1cccc2)Cc1cccc(c1)C(=[NH2])N
1fjs/active_9.mol;COc1cccc2c1cc(n2Cc1cccc(c1)C(=[NH2])N)C(=O)NCc1ccc(cc1)C(=[NH2])N
1fm9/active_1.mol;CSc1sc(c(n1)N[C@H](C(=O)[O])Cc1ccc(cc1)OCCN(c1nc2c(o1)cccc2)C)C(=O)c1ccccc1
1fm9/active_10.mol;COc1ccc(cc1)c1nc(c(o1)C)CCOc1ccc(cc1)C[C@H](C(=O)[O])Nc1ccccc1C(=O)c1ccccc1
1fm9/active_11.mol;[O]C(=O)[C@H](Oc1ccccc1C(=O)c1ccccc1)Cc1ccc(cc1)OCCN(c1nc2c(o1)cccc2)C
1fm9/active_12.mol;[O]C(=O)[C@H](Nc1ccccc1C(=O)c1ccncc1)Cc1ccc(cc1)OCCc1nc(oc1C)c1ccccc1
1fm9/active_13.mol;[O]C(=O)[C@H](Nc1ccccc1C(=O)c1ccccc1)Cc1ccc(cc1)OCCc1nc(sc1C)c1ccccc1
1fm9/active_14.mol;[O]C(=O)[C@H](Nc1ccccc1C(=O)c1cccs1)Cc1ccc(cc1)OCCN(c1nc2c(o1)cccc2)C
1fm9/active_15.mol;[O]C(=O)[C@H](Nc1ccsc1C(=O)c1ccccc1)Cc1ccc(cc1)OCCN(c1nc2c(o1)cccc2)C
1fm9/active_16.mol;[O]C(=O)[C@H](Nc1cccc2c1C(=O)c1ccccc1C2=O)Cc1ccc(cc1)OCCN(c1nc2c(o1)cccc2)C
1fm9/active_17.mol;C/C(=N\[C@H](C(=O)[O])Cc1ccc(cc1)OCc1ccccc1)/CC(=O)c1ccccc1
1fm9/active_18.mol;[O]C(=O)[C@H](Nc1ccccc1C(=O)c1ccccc1C)Cc1ccc(cc1)OCCN(c1nc2c(o1)cccc2)C
1fm9/active_19.mol;COCn1c(CCOc2ccc(cc2)C[C@H](C(=O)[O])Nc2ccccc2C(=O)c2ccccc2)c(nc1c1ccccc1)C
1fm9/active_2.mol;C[NH](CCCNc1sc(c(n1)CCOc1ccc(cc1)C[C@H](C(=O)[O])Nc1ccccc1C(=O)c1ccccc1)C)C
1fm9/active_20.mol;[O]C(=O)[C@H](Nc1ccccc1C(=O)c1ccccc1)Cc1ccc(cc1)OCCc1nc(oc1C)c1ccc(cc1)F
1fm9/active_21.mol;COCn1c(CCOc2ccc(cc2)C[C@H](C(=O)[O])Nc2ccccc2C(=O)c2ccccc2)c(nc1c1ccccc1)C
1fm9/active_22.mol;OCc1ccc(cc1)C(=O)c1ccccc1N[C@@H](C(=O)[O])Cc1ccc(cc1)OCCc1nc(oc1C)c1ccccc1
1fm9/active_23.mol;[O]C(=O)[C@H](Nc1ccccc1C(=O)[C@H]1C=CC[C@H]2[C@@H]1C=CC=C2)Cc1ccc(cc1)OCCN(c1nc2c(o1)cccc2)C
1fm9/active_24.mol;[O]C(=O)[C@H](Nc1cccc2c1C(=O)c1c2cccc1)Cc1ccc(cc1)OCCN(c1nc2c(o1)cccc2)C
1fm9/active_25.mol;[O]C(=O)[C@@H](Nc1ccccc1C(=O)c1ccccc1)Cc1ccc(cc1)OCCc1nc(oc1C)c1ccncc1
1fm9/active_26.mol;CCCc1c(OCCCSc2ccc(cc2Cl)CC(=O)[O])ccc2c1occ2c1ccccc1
1fm9/active_27.mol;CCN(c1cccc(c1)C)CCOc1ccc(cc1)C[C@H](C(=O)[O])Nc1ccccc1C(=O)c1ccccc1
1fm9/active_28.mol;COCCCNc1sc(c(n1)CCOc1ccc(cc1)C[C@H](C(=O)[O])Nc1ccccc1C(=O)c1ccccc1)C
1fm9/active_29.mol;CC(OC(=O)c1ccccc1N[C@@H](C(=O)[O])Cc1ccc(cc1)OCCc1nc(oc1C)c1ccccc1)C
1fm9/active_3.mol;[O]C(=O)[C@H](Cc1ccccc1C(=O)c1ccccc1)Cc1ccc(cc1)OCCN(c1nc2c(o1)cccc2)C
1fm9/active_30.mol;CCCOC(=O)c1ccccc1N[C@@H](C(=O)[O])Cc1ccc(cc1)OCCc1nc(oc1C)c1ccccc1
1fm9/active_31.mol;[O]C(=O)[C@H](Nc1ccccc1C(=O)c1ccccc1)Cc1ccc(cc1)OCCOc1ccc(cc1)Br
1fm9/active_32.mol;[O]C(=O)[C@H](Nc1ccccc1C(=O)c1cscc1)Cc1ccc(cc1)OCCN(c1nc2c(o1)cccc2)C
1fm9/active_33.mol;CCCc1c(OCCCSc2ccc(cc2Cl)CC(=O)[O])ccc2c1onc2C(F)(F)F
1fm9/active_34.mol;[O]C(=O)[C@H](Nc1ccccc1C(=O)c1ccccc1)Cc1ccc(cc1)OCCc1nc(oc1C)c1sccc1C
1fm9/active_35.mol;Cc1ccc(cc1)C(=O)c1ccccc1N[C@@H](C(=O)[O])Cc1ccc(cc1)OCCN(c1nc2c(o1)cccc2)C
1fm9/active_36.mol;Cc1onc(c1)c1nc(c(s1)C)CCOc1ccc(cc1)C[C@H](C(=O)[O])Nc1ccccc1C(=O)c1ccccc1
1fm9/active_37.mol;COC(=O)c1ccccc1N[C@@H](C(=O)[O])Cc1ccc(cc1)OCCc1nc(oc1C)c1ccccc1
1fm9/active_38.mol;CCc1ccc(nc1)CCOc1ccc(cc1)C[C@H](C(=O)[O])Nc1ccccc1C(=O)c1ccccc1
1fm9/active_39.mol;CCCc1c(OCCCSc2c(Cl)cc(cc2Cl)CC(=O)[O])ccc2c1onc2CC
1fm9/active_4.mol;Cc1ccc(c(c1)C(=O)c1ccccc1)N[C@H](C(=O)[O])Cc1ccc(cc1)OCCN(c1nc2c(o1)cccc2)C
1fm9/active_40.mol;CNC(=O)c1ccccc1N[C@@H](C(=O)[O])Cc1ccc(cc1)OCCc1nc(oc1C)c1ccccc1
1fm9/active_41.mol;CCOC(=O)c1ccccc1N[C@@H](C(=O)[O])Cc1ccc(cc1)OCCc1nc(oc1C)c1ccccc1
1fm9/active_42.mol;Clc1ccc(c(c1)C(=O)c1ccccc1)N[C@H](C(=O)[O])Cc1ccc(cc1)OCCN(c1nc2c(o1)cccc2)C
1fm9/active_43.mol;[O]C(=O)[C@H](Nc1ccccc1Oc1ccccc1)Cc1ccc(cc1)OCCN(c1nc2c(o1)cccc2)C
1fm9/active_44.mol;[O]C(=O)[C@H](Sc1ccccc1C(=O)c1ccccc1)Cc1ccc(cc1)OCCN(c1nc2c(o1)cccc2)C
1fm9/active_45.mol;[O]C(=O)[C@H](Nc1ccccc1C(=O)c1ccccc1)Cc1ccc(cc1)OCCc1nc(cn1C)c1ccccc1
1fm9/active_46.mol;[O]C(=O)[C@H](Nc1ccccc1C(=O)c1ccccc1)Cc1ccc(cc1)OCCOc1ccc(cc1)C
1fm9/active_47.mol;[O]C(=O)[C@H](Nc1ccccc1C(=O)c1cccc(c1)OCc1ccccc1)Cc1ccc(cc1)OCCN(c1nc2c(o1)cccc2)C
1fm9/active_48.mol;[O]C(=O)[C@H](Nc1cscc1C(=O)c1ccccc1)Cc1ccc(cc1)OCCN(c1nc2c(o1)cccc2)C
1fm9/active_49.mol;COc1ccc(cc1OC)CCCOc1ccc(cc1)C[C@H](C(=O)[O])Nc1ccccc1C(=O)c1ccccc1
1fm9/active_5.mol;[O]C(=O)[C@H](Nc1ccccc1C(=O)C1CCCCC1)Cc1ccc(cc1)OCCc1nc(oc1C)c1ccccc1
1fm9/active_50.mol;[O]C(=O)[C@H](Nc1ccccc1C(=O)c1ccccc1)Cc1ccc(cc1)OCCc1[nH]c(nc1C)c1ccccc1
1fm9/active_6.mol;[O]C(=O)[C@H](Nc1ccccc1C(=O)c1ccccc1)Cc1ccc(cc1)OCCn1nc(cc1C)c1ccccc1
1fm9/active_7.mol;Cc1ccc(s1)c1nc(c(o1)C)CCOc1ccc(cc1)C[C@H](C(=O)[O])Nc1ccccc1C(=O)c1ccccc1
1fm9/active_8.mol;[O]C(=O)[C@H](Nc1ccccc1C(=O)c1ccc(cc1)OCc1ccccc1)Cc1ccc(cc1)OCCN(c1nc2c(o1)cccc2)C
1fm9/active_9.mol;[O]C(=O)[C@H](Nc1ccccc1C(=O)c1ccccn1)Cc1ccc(cc1)OCCc1nc(oc1C)c1ccccc1
1gj7/active_1.mol;NCc1ccc(cc1)NC(=O)c1cc(Nc2ncccn2)c2c(c1)ccc(c2)C(=[NH2])[NH]
1gj7/active_10.mol;[O]c1c(cccc1c1cc2c([nH]1)c[c]c(c2)C(=[NH2])[NH])c1ccccc1.Cl.[H].[H]
1gj7/active_11.mol;O=C(c1ccc2c(c1)ccc(c2)C(=[NH2])[NH])Nc1ccc2c(c1)[C@@H](NCC2)C(C)C
1gj7/active_12.mol;CC(COc1cccc(c1O)c1[nH]c2c(n1)cc(c(c2)C(=[NH2])N)F)C
1gj7/active_13.mol;OC[C@@H](C(=O)NCc1ccc(cc1)C(=[NH2])[NH])NC(=O)[C@H](NS(=O)(=O)Cc1ccccc1)CO
1gj7/active_14.mol;OC[C@H](C(=O)N[C@H](C(=O)NCc1ccc(cc1)C(=[NH2])[NH])COCc1ccccc1)NS(=O)(=O)Cc1ccccc1
1gj7/active_15.mol;[O]c1c(cccc1c1cc2c([nH]1)ccc(c2)C(=[NH2])[NH])c1ccccc1
1gj7/active_16.mol;Oc1c(cccc1c1nc2c([nH]1)cc(cc2)C(=[NH2])N)c1ccccc1
1gj7/active_17.mol;[O]c1c(cccc1c1nc2c([nH]1)ccc(c2)C(=[NH2])[NH])c1ccccc1
1gj7/active_18.mol;NC(=[NH2])c1sc2c(c1)c(I)ccc2
1gj7/active_19.mol;[O]C(=O)[C@H]1CCCN1S(=O)(=O)c1ccc2c(c1)c(nc[c]2)N=C(N)N.Cl.[H].[H]
1gj7/active_2.mol;C[C@H]1CCCC[C@@H]1Oc1cccc(c1[O])c1[nH]c2c(c1)cc(c(c2)F)C(=[NH2])[NH]
1gj7/active_20.mol;[O]c1c(cccc1c1nc2c([nH]1)ccc(c2)C(=[NH2])[NH])OC1CCCC1
1gj7/active_3.mol;[NH]C(=[NH2])c1ccc2c(c1)c(ccc2)Nc1ncccn1
1gj7/active_4.mol;Oc1c(cccc1c1ccccc1)c1[nH]c2c(c1)cc(c(c2)Cl)C(=[NH2])N
1gj7/active_5.mol;C[C@H]1CCCC[C@@H]1Oc1cccc(c1O)c1[nH]c2c(c1)cc(c(c2)F)C(=[NH2])N
1gj7/active_6.mol;CC(COc1cccc(c1[O])c1[nH]c2c(n1)cc(c(c2)F)C(=[NH2])[NH])C
1gj7/active_7.mol;O=C(c1ccc2c(c1)ccc(c2)C(=[NH2])[NH])Nc1ccc2c(c1)C(=NCC2)C(C)C
1gj7/active_8.mol;OC[C@H](C(=O)NCC(=O)NCc1ccc(cc1)C(=[NH2])[NH])NS(=O)(=O)Cc1ccccc1
1gj7/active_9.mol;C[C@H]1CCCC[C@@H]1Oc1cccc(c1[O])c1[nH]c2c(n1)cc(c(c2)F)C(=[NH2])[NH]
1kim/active_1.mol;OC[C@H]1OC[C@H](C[C@@H]1O)n1cc(I)c(=O)[nH]c1=O
1kim/active_10.mol;OC[C@@H]1NC(=O)NC(=O)[C@]1(C)Cc1[nH]c(=O)[nH]c(=O)c1C
1kim/active_2.mol;OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cc(Br)c(=O)[nH]c1=O
1kim/active_3.mol;OC[C@H]1OC[C@H](C[C@@H]1O)n1cc(I)c(=O)[nH]c1=O
1kim/active_4.mol;Cc1cn([C@H]2C[C@@H]([C@]3([C@@H]2C3)CO)O)c(=O)[nH]c1=O
1kim/active_5.mol;OC[C@H]1O[C@H](C[C@@H]1F)n1cc(I)c(=O)[nH]c1=O
