target,ligand,QAS,type,ASVal
1uy6,decoy-1032,0,0,-9.0177
1uy6,decoy-1036,0,0,-4.62583
1uy6,decoy-11,0,0,-8.94852
1uy6,decoy-120,0,0,-8.21004
1uy6,decoy-123,0,0,-6.09049
1uy6,decoy-131,0,0,-8.6893
1uy6,decoy-132,0,0,-8.5799
1uy6,decoy-136,0,0,-10.5216
1uy6,decoy-140,0,0,-8.25687
1uy6,decoy-149,0,0,-5.84281
1uy6,decoy-16,0,0,-8.36725
1uy6,decoy-162,0,0,-10.7789
1uy6,decoy-163,0,0,-9.08183
1uy6,decoy-166,0,0,-5.63697
1uy6,decoy-167,0,0,-4.36457
1uy6,decoy-197,0,0,-12.2287
1uy6,decoy-201,0,0,-6.68553
1uy6,decoy-204,0,0,-9.32101
1uy6,decoy-210,0,0,-9.23969
1uy6,decoy-214,0,0,-7.57489
1uy6,decoy-220,0,0,-7.37046
1uy6,decoy-227,0,0,-7.8353
1uy6,decoy-232,0,0,-9.89659
1uy6,decoy-238,0,0,-9.21056
1uy6,decoy-251,0,0,-8.33212
1uy6,decoy-259,0,0,-4.92554
1uy6,decoy-263,0,0,-6.81515
1uy6,decoy-268,0,0,-6.3539
1uy6,decoy-277,0,0,-9.88114
1uy6,decoy-279,0,0,-6.45391
1uy6,decoy-280,0,0,-9.94567
1uy6,decoy-289,0,0,-9.22705
1uy6,decoy-306,0,0,-10.13
1uy6,decoy-331,0,0,-7.87463
1uy6,decoy-339,0,0,-9.62739
1uy6,decoy-345,0,0,-6.70443
1uy6,decoy-35,0,0,-10.8059
1uy6,decoy-351,0,0,-9.47418
1uy6,decoy-353,0,0,-5.29889
1uy6,decoy-356,0,0,-8.28647
1uy6,decoy-36,0,0,-6.30208
1uy6,decoy-363,0,0,-8.29492
1uy6,decoy-407,0,0,-11.3669
1uy6,decoy-423,0,0,-9.52122
1uy6,decoy-441,0,0,-10.5685
1uy6,decoy-445,0,0,-10.7707
1uy6,decoy-451,0,0,-8.77224
1uy6,decoy-462,0,0,-7.15403
1uy6,decoy-47,0,0,-8.70993
1uy6,decoy-48,0,0,-11.4989
1uy6,decoy-488,0,0,-10.3149
1uy6,decoy-494,0,0,-9.09828
1uy6,decoy-538,0,0,-7.65416
1uy6,decoy-545,0,0,-8.46223
1uy6,decoy-548,0,0,-6.37163
1uy6,decoy-551,0,0,-7.68604
1uy6,decoy-566,0,0,-10.1551
1uy6,decoy-569,0,0,-9.22954
1uy6,decoy-596,0,0,-8.62004
1uy6,decoy-598,0,0,-9.58335
1uy6,decoy-604,0,0,-9.54726
1uy6,decoy-615,0,0,-10.2544
1uy6,decoy-622,0,0,-6.8684
1uy6,decoy-633,0,0,-9.67014
1uy6,decoy-647,0,0,-10.0366
1uy6,decoy-65,0,0,-8.17587
1uy6,decoy-654,0,0,-2.4703
1uy6,decoy-656,0,0,-8.45148
1uy6,decoy-658,0,0,-7.86982
1uy6,decoy-662,0,0,-9.79938
1uy6,decoy-666,0,0,-12.4686
1uy6,decoy-674,0,0,-7.2262
1uy6,decoy-675,0,0,-9.98433
1uy6,decoy-676,0,0,-8.23056
1uy6,decoy-684,0,0,-8.5927
1uy6,decoy-692,0,0,-8.91541
1uy6,decoy-697,0,0,-10.7876
1uy6,decoy-7,0,0,-10.0804
1uy6,decoy-711,0,0,-7.74361
1uy6,decoy-712,0,0,-6.9258
1uy6,decoy-714,0,0,-3.48469
1uy6,decoy-716,0,0,-7.96118
1uy6,decoy-721,0,0,-10.0588
1uy6,decoy-725,0,0,-12.1109
1uy6,decoy-732,0,0,-9.85189
1uy6,decoy-733,0,0,-7.74932
1uy6,decoy-736,0,0,-6.50525
1uy6,decoy-748,0,0,-9.90044
1uy6,decoy-754,0,0,-8.06154
1uy6,decoy-767,0,0,-6.7901
1uy6,decoy-769,0,0,-5.4709
1uy6,decoy-781,0,0,-9.78544
1uy6,decoy-783,0,0,-4.81569
1uy6,decoy-792,0,0,-8.06697
1uy6,decoy-797,0,0,-8.22113
1uy6,decoy-8,0,0,-8.06538
1uy6,decoy-800,0,0,-8.38664
1uy6,decoy-802,0,0,-7.24039
1uy6,decoy-810,0,0,-8.9907
1uy6,decoy-818,0,0,-7.33406
1uy6,decoy-827,0,0,-5.36048
1uy6,decoy-831,0,0,-8.77332
1uy6,decoy-835,0,0,-8.68952
1uy6,decoy-849,0,0,-8.54335
1uy6,decoy-852,0,0,-9.25583
1uy6,decoy-854,0,0,-11.5453
1uy6,decoy-862,0,0,-9.11835
1uy6,decoy-866,0,0,-8.83809
1uy6,decoy-879,0,0,-10.6725
1uy6,decoy-883,0,0,-8.1667
1uy6,decoy-885,0,0,-4.76332
1uy6,decoy-890,0,0,-5.52695
1uy6,decoy-899,0,0,-10.069
1uy6,decoy-90,0,0,-8.23288
1uy6,decoy-904,0,0,-7.22206
1uy6,decoy-905,0,0,-9.29788
1uy6,decoy-914,0,0,-11.6076
1uy6,decoy-920,0,0,-9.18499
1uy6,decoy-928,0,0,-8.64568
1uy6,decoy-946,0,0,-9.0353
1uy6,decoy-95,0,0,-9.05003
1uy6,decoy-963,0,0,-9.56068
1uy6,decoy-975,0,0,-7.68959
1uy6,decoy-98,0,0,-8.76142
1uy6,decoy-987,0,0,-7.54651
1uy6,decoy-994,0,0,-10.1225
2aa2,2aa2/active-10,0,1,-10.6177
2aa2,2aa2/active-9,0,1,-11.0186
2aa2,decoy-10,0,0,-7.28314
2aa2,decoy-1007,0,0,-6.74799
2aa2,decoy-1017,0,0,-9.98576
2aa2,decoy-1018,0,0,-6.56365
2aa2,decoy-1022,0,0,-10.0522
2aa2,decoy-1047,0,0,-8.47618
2aa2,decoy-1051,0,0,-6.40734
2aa2,decoy-1055,0,0,-8.26349
2aa2,decoy-1063,0,0,-7.36619
2aa2,decoy-1064,0,0,-4.69619
2aa2,decoy-109,0,0,-3.25959
2aa2,decoy-113,0,0,-9.21239
2aa2,decoy-119,0,0,-2.13284
2aa2,decoy-139,0,0,-9.31421
2aa2,decoy-14,0,0,-5.41836
2aa2,decoy-151,0,0,-5.66444
2aa2,decoy-173,0,0,-9.47374
2aa2,decoy-176,0,0,-8.98648
2aa2,decoy-178,0,0,-9.83412
2aa2,decoy-185,0,0,-6.83947
2aa2,decoy-186,0,0,-10.4512
2aa2,decoy-191,0,0,-9.35847
2aa2,decoy-209,0,0,-8.76856
2aa2,decoy-220,0,0,-7.77785
2aa2,decoy-235,0,0,-8.09269
2aa2,decoy-237,0,0,-11.3254
2aa2,decoy-245,0,0,-7.88414
2aa2,decoy-253,0,0,-9.97671
2aa2,decoy-256,0,0,-9.14983
2aa2,decoy-257,0,0,-10.603
2aa2,decoy-286,0,0,-5.99856
2aa2,decoy-297,0,0,-9.31675
2aa2,decoy-298,0,0,-7.05118
2aa2,decoy-305,0,0,-7.62845
2aa2,decoy-31,0,0,-9.15849
2aa2,decoy-310,0,0,-8.28488
2aa2,decoy-332,0,0,-10.6146
2aa2,decoy-376,0,0,-8.75272
2aa2,decoy-387,0,0,-3.19581
2aa2,decoy-399,0,0,-9.04502
2aa2,decoy-403,0,0,-8.07928
2aa2,decoy-405,0,0,-8.92054
2aa2,decoy-406,0,0,-10.6845
2aa2,decoy-419,0,0,-9.00586
2aa2,decoy-424,0,0,-9.41465
2aa2,decoy-437,0,0,-4.49193
2aa2,decoy-439,0,0,-3.67126
2aa2,decoy-456,0,0,-7.64685
2aa2,decoy-457,0,0,-9.19627
2aa2,decoy-462,0,0,-8.04841
2aa2,decoy-464,0,0,-11.9814
2aa2,decoy-474,0,0,-8.15005
2aa2,decoy-50,0,0,-7.84447
2aa2,decoy-518,0,0,-9.64779
2aa2,decoy-52,0,0,-8.67725
2aa2,decoy-546,0,0,-10.3405
2aa2,decoy-552,0,0,-6.75892
2aa2,decoy-556,0,0,-7.75269
2aa2,decoy-57,0,0,-8.14559
2aa2,decoy-570,0,0,-7.97537
2aa2,decoy-579,0,0,-3.56447
2aa2,decoy-597,0,0,-9.83488
2aa2,decoy-610,0,0,-10.6555
2aa2,decoy-64,0,0,-5.67311
2aa2,decoy-655,0,0,-9.04625
2aa2,decoy-660,0,0,-9.98935
2aa2,decoy-666,0,0,-12.682
2aa2,decoy-681,0,0,-5.7595
2aa2,decoy-698,0,0,-7.68114
2aa2,decoy-743,0,0,-8.7263
2aa2,decoy-766,0,0,-11.6322
2aa2,decoy-767,0,0,-7.58563
2aa2,decoy-769,0,0,-4.86739
2aa2,decoy-775,0,0,-8.91748
2aa2,decoy-777,0,0,-7.2182
2aa2,decoy-783,0,0,-5.67309
2aa2,decoy-799,0,0,-8.07029
2aa2,decoy-800,0,0,-8.08081
2aa2,decoy-802,0,0,-8.30329
2aa2,decoy-834,0,0,-7.76959
2aa2,decoy-845,0,0,-6.67494
2aa2,decoy-865,0,0,0.0557175
2aa2,decoy-868,0,0,-9.15429
2aa2,decoy-873,0,0,-8.52542
2aa2,decoy-89,0,0,-8.05372
2aa2,decoy-895,0,0,-8.81839
2aa2,decoy-906,0,0,-7.77608
2aa2,decoy-908,0,0,-6.69097
2aa2,decoy-912,0,0,-7.54496
2aa2,decoy-926,0,0,-0.965771
2aa2,decoy-929,0,0,-5.72677
2aa2,decoy-932,0,0,-9.51402
2aa2,decoy-94,0,0,-8.93313
2aa2,decoy-940,0,0,-8.65047
2aa2,decoy-956,0,0,-9.91671
2aa2,decoy-977,0,0,-9.72687
2oh4,2oh4/active-11,0,1,-11.4953
2oh4,2oh4/active-14,0,1,-9.96714
2oh4,2oh4/active-31,0,1,-10.8208
2oh4,2oh4/active-39,0,1,-11.0841
2oh4,2oh4/active-47,0,1,-9.47138
2oh4,decoy-1000,0,0,-5.96088
2oh4,decoy-1005,0,0,-5.85073
2oh4,decoy-1024,0,0,-8.85206
2oh4,decoy-1034,0,0,-8.97509
2oh4,decoy-1040,0,0,-3.65341
2oh4,decoy-110,0,0,-10.1527
2oh4,decoy-112,0,0,-7.63368
2oh4,decoy-113,0,0,-10.3095
2oh4,decoy-118,0,0,-8.58167
2oh4,decoy-130,0,0,-9.29155
2oh4,decoy-140,0,0,-8.17809
2oh4,decoy-145,0,0,-10.1472
2oh4,decoy-158,0,0,-10.7545
2oh4,decoy-177,0,0,-8.92023
2oh4,decoy-189,0,0,-9.21216
2oh4,decoy-193,0,0,-11.2373
2oh4,decoy-205,0,0,-7.85112
2oh4,decoy-21,0,0,-9.87551
2oh4,decoy-214,0,0,-7.60844
2oh4,decoy-216,0,0,-8.36518
2oh4,decoy-230,0,0,-8.50541
2oh4,decoy-247,0,0,-11.6105
2oh4,decoy-253,0,0,-11.5607
2oh4,decoy-262,0,0,-7.51977
2oh4,decoy-275,0,0,-6.47684
2oh4,decoy-285,0,0,-10.0629
2oh4,decoy-288,0,0,-9.21955
2oh4,decoy-294,0,0,-8.83269
2oh4,decoy-299,0,0,-6.42945
2oh4,decoy-3,0,0,-9.64061
2oh4,decoy-318,0,0,-6.60582
2oh4,decoy-33,0,0,-8.99343
2oh4,decoy-333,0,0,-8.00121
2oh4,decoy-347,0,0,-10.1773
2oh4,decoy-377,0,0,-7.40173
2oh4,decoy-387,0,0,-3.22128
2oh4,decoy-401,0,0,-8.51616
2oh4,decoy-416,0,0,-11.7589
2oh4,decoy-432,0,0,-9.72608
2oh4,decoy-441,0,0,-11.7193
2oh4,decoy-454,0,0,-8.8246
2oh4,decoy-464,0,0,-10.2606
2oh4,decoy-473,0,0,-7.87467
2oh4,decoy-479,0,0,-10.623
2oh4,decoy-490,0,0,-11.5724
2oh4,decoy-496,0,0,-9.15848
2oh4,decoy-5,0,0,-8.84157
2oh4,decoy-504,0,0,-7.60577
2oh4,decoy-520,0,0,-7.6962
2oh4,decoy-521,0,0,-8.94089
2oh4,decoy-541,0,0,-6.0344
2oh4,decoy-548,0,0,-6.75712
2oh4,decoy-552,0,0,-11.7463
2oh4,decoy-563,0,0,-7.73193
2oh4,decoy-566,0,0,-9.62199
2oh4,decoy-569,0,0,-8.93214
2oh4,decoy-586,0,0,-11.9407
2oh4,decoy-596,0,0,-9.46887
2oh4,decoy-597,0,0,-8.864
2oh4,decoy-606,0,0,-8.4912
2oh4,decoy-613,0,0,-7.93961
2oh4,decoy-626,0,0,-8.69379
2oh4,decoy-629,0,0,-8.13878
2oh4,decoy-640,0,0,-8.39132
2oh4,decoy-643,0,0,-10.8707
2oh4,decoy-646,0,0,-9.5505
2oh4,decoy-650,0,0,-8.59944
2oh4,decoy-667,0,0,-9.21019
2oh4,decoy-672,0,0,-7.29405
2oh4,decoy-674,0,0,-6.49748
2oh4,decoy-682,0,0,-8.81938
2oh4,decoy-684,0,0,-8.92183
2oh4,decoy-698,0,0,-7.68136
2oh4,decoy-7,0,0,-10.3308
2oh4,decoy-710,0,0,-6.27971
2oh4,decoy-712,0,0,-8.07519
2oh4,decoy-721,0,0,-9.78068
2oh4,decoy-724,0,0,-5.8648
2oh4,decoy-730,0,0,-9.95811
2oh4,decoy-740,0,0,-5.66056
2oh4,decoy-750,0,0,-8.40886
2oh4,decoy-767,0,0,-7.92008
2oh4,decoy-797,0,0,-8.22366
2oh4,decoy-836,0,0,-9.64318
2oh4,decoy-837,0,0,-9.87055
2oh4,decoy-843,0,0,-9.03782
2oh4,decoy-851,0,0,-8.49104
2oh4,decoy-86,0,0,-5.07717
2oh4,decoy-862,0,0,-8.99111
2oh4,decoy-869,0,0,-7.14076
2oh4,decoy-870,0,0,-7.86624
2oh4,decoy-874,0,0,-6.49326
2oh4,decoy-875,0,0,-9.64413
2oh4,decoy-877,0,0,-8.99399
2oh4,decoy-886,0,0,-6.7969
2oh4,decoy-890,0,0,-6.2469
2oh4,decoy-895,0,0,-8.31854
2oh4,decoy-899,0,0,-9.18552
2oh4,decoy-907,0,0,-6.72232
2oh4,decoy-924,0,0,-8.70606
2oh4,decoy-953,0,0,-10.5625
2oh4,decoy-98,0,0,-9.90302
2qwg,2qwg/active-19,0,1,-8.76477
2qwg,2qwg/active-20,0,1,-8.14459
2qwg,decoy-1023,0,0,-8.5284
2qwg,decoy-1026,0,0,-8.38676
2qwg,decoy-1028,0,0,-5.45157
2qwg,decoy-1029,0,0,-6.65338
2qwg,decoy-1032,0,0,-8.79095
2qwg,decoy-1033,0,0,-4.33907
2qwg,decoy-1034,0,0,-7.63333
2qwg,decoy-116,0,0,-6.89605
2qwg,decoy-119,0,0,-8.06129
2qwg,decoy-138,0,0,-5.76409
2qwg,decoy-139,0,0,-7.92689
2qwg,decoy-140,0,0,-7.63694
2qwg,decoy-143,0,0,-9.72883
2qwg,decoy-16,0,0,-8.93455
2qwg,decoy-160,0,0,-8.06173
2qwg,decoy-189,0,0,-8.80979
2qwg,decoy-228,0,0,-8.25633
2qwg,decoy-238,0,0,-8.32875
2qwg,decoy-251,0,0,-8.13113
2qwg,decoy-261,0,0,-7.83216
2qwg,decoy-263,0,0,-6.39359
2qwg,decoy-278,0,0,-8.89143
2qwg,decoy-283,0,0,-7.44641
2qwg,decoy-291,0,0,-7.7509
2qwg,decoy-293,0,0,-8.25229
2qwg,decoy-299,0,0,-8.81999
2qwg,decoy-323,0,0,-7.54083
2qwg,decoy-331,0,0,-8.29838
2qwg,decoy-381,0,0,-8.93144
2qwg,decoy-395,0,0,-9.11132
2qwg,decoy-399,0,0,-8.61277
2qwg,decoy-405,0,0,-8.13451
2qwg,decoy-432,0,0,-8.62674
2qwg,decoy-433,0,0,-6.20582
2qwg,decoy-435,0,0,-7.5186
2qwg,decoy-438,0,0,-8.26124
2qwg,decoy-444,0,0,-6.98935
2qwg,decoy-447,0,0,-6.94902
2qwg,decoy-453,0,0,-9.12981
2qwg,decoy-469,0,0,-3.26733
2qwg,decoy-486,0,0,-10.9186
2qwg,decoy-490,0,0,-9.70622
2qwg,decoy-52,0,0,-7.39315
2qwg,decoy-523,0,0,-9.70089
2qwg,decoy-525,0,0,-8.00681
2qwg,decoy-527,0,0,-8.36784
2qwg,decoy-530,0,0,-9.25081
2qwg,decoy-562,0,0,-6.85814
2qwg,decoy-572,0,0,-6.85942
2qwg,decoy-577,0,0,-7.59094
2qwg,decoy-594,0,0,-9.81978
2qwg,decoy-598,0,0,-7.39647
2qwg,decoy-603,0,0,-7.51051
2qwg,decoy-626,0,0,-9.49867
2qwg,decoy-630,0,0,-5.99041
2qwg,decoy-632,0,0,-6.34761
2qwg,decoy-635,0,0,-7.07426
2qwg,decoy-655,0,0,-8.61038
2qwg,decoy-657,0,0,-5.80761
2qwg,decoy-667,0,0,-9.34445
2qwg,decoy-672,0,0,-6.55647
2qwg,decoy-683,0,0,-8.27899
2qwg,decoy-700,0,0,-11.2312
2qwg,decoy-719,0,0,-6.59367
2qwg,decoy-72,0,0,-8.41878
2qwg,decoy-723,0,0,-6.03198
2qwg,decoy-728,0,0,-6.83108
2qwg,decoy-731,0,0,-8.63179
2qwg,decoy-746,0,0,-6.75391
2qwg,decoy-755,0,0,-10.0552
2qwg,decoy-759,0,0,-7.23302
2qwg,decoy-775,0,0,-7.12668
2qwg,decoy-785,0,0,-7.71445
2qwg,decoy-787,0,0,-6.51397
2qwg,decoy-790,0,0,-9.90833
2qwg,decoy-80,0,0,-5.16591
2qwg,decoy-808,0,0,-8.21089
2qwg,decoy-822,0,0,-6.6486
2qwg,decoy-823,0,0,-8.30684
2qwg,decoy-830,0,0,-6.85807
2qwg,decoy-836,0,0,-7.97724
2qwg,decoy-846,0,0,-6.76989
2qwg,decoy-850,0,0,-7.91504
2qwg,decoy-851,0,0,-8.03771
2qwg,decoy-884,0,0,-7.64839
2qwg,decoy-897,0,0,-6.54151
2qwg,decoy-903,0,0,-10.8889
2qwg,decoy-909,0,0,-10.647
2qwg,decoy-916,0,0,-9.15384
2qwg,decoy-934,0,0,-7.07074
2qwg,decoy-936,0,0,-4.93931
2qwg,decoy-945,0,0,-9.06161
2qwg,decoy-973,0,0,-9.10581
2qwg,decoy-982,0,0,-8.62477
2qwg,decoy-983,0,0,-8.27796
2qwg,decoy-99,0,0,-7.76642
2qwg,decoy-998,0,0,-7.44767
2src,2src/active-11,0,1,-9.75651
2src,2src/active-14,0,1,-9.47722
2src,2src/active-22,0,1,-11.5229
2src,2src/active-28,0,1,-11.1387
2src,2src/active-33,0,1,-11.0524
2src,2src/active-42,0,1,-10.6893
2src,2src/active-9,0,1,-9.35362
2src,decoy-1005,0,0,-4.85976
2src,decoy-1010,0,0,-11.0047
2src,decoy-1023,0,0,-9.24287
2src,decoy-1040,0,0,-3.12293
2src,decoy-1049,0,0,-8.43404
2src,decoy-1063,0,0,-6.54231
2src,decoy-107,0,0,-9.20224
2src,decoy-108,0,0,-6.93354
2src,decoy-151,0,0,-5.04339
2src,decoy-162,0,0,-10.5828
2src,decoy-163,0,0,-7.94386
2src,decoy-183,0,0,-7.54177
2src,decoy-195,0,0,-8.15779
2src,decoy-204,0,0,-9.20212
2src,decoy-208,0,0,-12.1452
2src,decoy-210,0,0,-10.1431
2src,decoy-236,0,0,-10.0943
2src,decoy-239,0,0,-8.49511
2src,decoy-251,0,0,-8.20408
2src,decoy-254,0,0,-9.98663
2src,decoy-263,0,0,-6.13614
2src,decoy-264,0,0,-7.98813
2src,decoy-267,0,0,-9.2652
2src,decoy-273,0,0,-7.66507
2src,decoy-283,0,0,-8.93946
2src,decoy-284,0,0,-6.39059
2src,decoy-290,0,0,-9.23475
2src,decoy-293,0,0,-9.61913
2src,decoy-303,0,0,-10.0571
2src,decoy-329,0,0,-7.54838
2src,decoy-33,0,0,-9.64775
2src,decoy-336,0,0,-6.33533
2src,decoy-366,0,0,-9.21275
2src,decoy-373,0,0,-7.98367
2src,decoy-375,0,0,-5.43658
2src,decoy-385,0,0,-8.32329
2src,decoy-395,0,0,-8.88422
2src,decoy-403,0,0,-7.36854
2src,decoy-405,0,0,-7.67762
2src,decoy-415,0,0,-10.6149
2src,decoy-42,0,0,-7.91466
2src,decoy-449,0,0,-3.75877
2src,decoy-460,0,0,-5.92873
2src,decoy-496,0,0,-8.5217
2src,decoy-5,0,0,-8.02903
2src,decoy-503,0,0,-3.97286
2src,decoy-504,0,0,-8.13765
2src,decoy-514,0,0,-6.73665
2src,decoy-531,0,0,-8.55565
2src,decoy-553,0,0,-7.12544
2src,decoy-555,0,0,-9.87908
2src,decoy-561,0,0,-9.24631
2src,decoy-568,0,0,-11.7062
2src,decoy-57,0,0,-7.69864
2src,decoy-583,0,0,-4.77841
2src,decoy-59,0,0,-4.66472
2src,decoy-593,0,0,-6.46167
2src,decoy-600,0,0,-8.06444
2src,decoy-612,0,0,-7.961
2src,decoy-614,0,0,-10.0108
2src,decoy-63,0,0,-7.31741
2src,decoy-672,0,0,-5.87494
2src,decoy-680,0,0,-7.70145
2src,decoy-682,0,0,-7.94019
2src,decoy-686,0,0,-8.23379
2src,decoy-687,0,0,-9.62149
2src,decoy-703,0,0,-8.2501
2src,decoy-724,0,0,-6.17569
2src,decoy-747,0,0,-10.0957
2src,decoy-752,0,0,-7.57855
2src,decoy-763,0,0,-5.98897
2src,decoy-77,0,0,-5.13655
2src,decoy-772,0,0,-8.29154
2src,decoy-795,0,0,-5.22313
2src,decoy-798,0,0,-11.6582
2src,decoy-8,0,0,-7.55968
2src,decoy-805,0,0,-7.02716
2src,decoy-807,0,0,-7.95055
2src,decoy-808,0,0,-8.99008
2src,decoy-813,0,0,-6.5677
2src,decoy-817,0,0,-6.49999
2src,decoy-818,0,0,-6.5567
2src,decoy-819,0,0,-11.6375
2src,decoy-883,0,0,-7.42104
2src,decoy-9,0,0,-4.07932
2src,decoy-901,0,0,-10.3565
2src,decoy-91,0,0,-8.97886
2src,decoy-910,0,0,-9.08771
2src,decoy-916,0,0,-11.0738
2src,decoy-918,0,0,-6.56622
2src,decoy-941,0,0,-6.62335
2src,decoy-964,0,0,-8.96613
2src,decoy-988,0,0,-8.01559
2src,decoy-992,0,0,-7.34954
2src,decoy-998,0,0,-7.08493
3ert,3ert/active-18,0,1,-12.1764
3ert,decoy-1014,0,0,-6.65198
3ert,decoy-1017,0,0,-9.84169
3ert,decoy-102,0,0,-9.70812
3ert,decoy-1020,0,0,-8.27429
3ert,decoy-1045,0,0,-8.65624
3ert,decoy-1046,0,0,-8.98421
3ert,decoy-1056,0,0,-5.43506
3ert,decoy-1057,0,0,-10.8966
3ert,decoy-1058,0,0,-9.62323
3ert,decoy-107,0,0,-9.45329
3ert,decoy-125,0,0,-10.6635
3ert,decoy-146,0,0,-7.43877
3ert,decoy-148,0,0,-9.4936
3ert,decoy-150,0,0,-8.53042
3ert,decoy-152,0,0,-5.15469
3ert,decoy-174,0,0,-9.70276
3ert,decoy-197,0,0,-9.43077
3ert,decoy-202,0,0,-9.29149
3ert,decoy-216,0,0,-7.76974
3ert,decoy-219,0,0,-7.53382
3ert,decoy-227,0,0,-8.67956
3ert,decoy-228,0,0,-9.1869
3ert,decoy-236,0,0,-11.5482
3ert,decoy-241,0,0,-10.0107
3ert,decoy-245,0,0,-7.84938
3ert,decoy-249,0,0,-5.7856
3ert,decoy-267,0,0,-9.34917
3ert,decoy-275,0,0,-7.58675
3ert,decoy-3,0,0,-9.11572
3ert,decoy-308,0,0,-6.58097
3ert,decoy-313,0,0,-8.91419
3ert,decoy-323,0,0,-8.63082
3ert,decoy-339,0,0,-9.82592
3ert,decoy-346,0,0,-8.77089
3ert,decoy-363,0,0,-8.41989
3ert,decoy-38,0,0,-7.91518
3ert,decoy-392,0,0,-7.63441
3ert,decoy-399,0,0,-8.24916
3ert,decoy-40,0,0,-10.3965
3ert,decoy-410,0,0,-7.71233
3ert,decoy-414,0,0,-6.75034
3ert,decoy-417,0,0,-6.83104
3ert,decoy-434,0,0,-5.93325
3ert,decoy-463,0,0,-8.8384
3ert,decoy-466,0,0,-7.48033
3ert,decoy-467,0,0,-7.40247
3ert,decoy-471,0,0,-10.2416
3ert,decoy-472,0,0,-5.39995
3ert,decoy-474,0,0,-7.99198
3ert,decoy-480,0,0,-8.40002
3ert,decoy-482,0,0,-9.16597
3ert,decoy-510,0,0,-8.09461
3ert,decoy-514,0,0,-7.05448
3ert,decoy-52,0,0,-8.20457
3ert,decoy-521,0,0,-10.0646
3ert,decoy-524,0,0,-6.96488
3ert,decoy-530,0,0,-10.2776
3ert,decoy-534,0,0,-7.2409
3ert,decoy-535,0,0,-9.24145
3ert,decoy-539,0,0,-10.8156
3ert,decoy-541,0,0,-4.917
3ert,decoy-553,0,0,-7.38698
3ert,decoy-561,0,0,-9.232
3ert,decoy-564,0,0,-8.43569
3ert,decoy-571,0,0,-8.8291
3ert,decoy-581,0,0,-8.54847
3ert,decoy-582,0,0,-7.71396
3ert,decoy-585,0,0,-7.27546
3ert,decoy-593,0,0,-7.64603
3ert,decoy-601,0,0,-10.4189
3ert,decoy-609,0,0,-7.30295
3ert,decoy-612,0,0,-9.37513
3ert,decoy-62,0,0,-10.355
3ert,decoy-642,0,0,-7.17435
3ert,decoy-649,0,0,-7.07709
3ert,decoy-650,0,0,-8.97086
3ert,decoy-666,0,0,-10.7837
3ert,decoy-679,0,0,-10.3496
3ert,decoy-681,0,0,-5.36073
3ert,decoy-684,0,0,-7.86936
3ert,decoy-698,0,0,-6.79431
3ert,decoy-705,0,0,-7.21025
3ert,decoy-707,0,0,-9.38479
3ert,decoy-716,0,0,-8.57958
3ert,decoy-719,0,0,-7.25259
3ert,decoy-726,0,0,-10.7484
3ert,decoy-739,0,0,-8.92427
3ert,decoy-755,0,0,-9.58887
3ert,decoy-761,0,0,-7.81766
3ert,decoy-765,0,0,-5.56973
3ert,decoy-788,0,0,-10.2384
3ert,decoy-797,0,0,-7.40784
3ert,decoy-802,0,0,-7.20218
3ert,decoy-829,0,0,-6.70349
3ert,decoy-838,0,0,-6.50732
3ert,decoy-840,0,0,-5.20601
3ert,decoy-861,0,0,-3.17228
3ert,decoy-862,0,0,-8.68961
3ert,decoy-888,0,0,-7.81971
3ert,decoy-896,0,0,-11.2097
3ert,decoy-915,0,0,-8.85604
3ert,decoy-923,0,0,-5.7727
3ert,decoy-927,0,0,-9.96238
3ert,decoy-935,0,0,-9.82818
3ert,decoy-937,0,0,-7.39288
3ert,decoy-943,0,0,-6.09087
3ert,decoy-964,0,0,-9.94293
3ert,decoy-966,0,0,-9.77869
3ert,decoy-976,0,0,-6.39699
3ert,decoy-982,0,0,-7.98358
3ert,decoy-984,0,0,-9.55465
3ert,decoy-987,0,0,-7.22789
3ert,decoy-992,0,0,-8.68345
3ert,decoy-999,0,0,-6.51605
4tmn,4tmn/active-3,0,1,-11.1861
4tmn,decoy-1003,0,0,-6.48812
4tmn,decoy-1010,0,0,-13.624
4tmn,decoy-1012,0,0,-11.3949
4tmn,decoy-1021,0,0,-9.06613
4tmn,decoy-1028,0,0,-7.07913
4tmn,decoy-1033,0,0,-5.10256
4tmn,decoy-104,0,0,-8.24001
4tmn,decoy-1047,0,0,-7.89413
4tmn,decoy-1054,0,0,-6.98211
4tmn,decoy-1055,0,0,-9.09572
4tmn,decoy-112,0,0,-8.50757
4tmn,decoy-115,0,0,-8.81491
4tmn,decoy-121,0,0,-6.03026
4tmn,decoy-149,0,0,-5.1603
4tmn,decoy-181,0,0,-6.31294
4tmn,decoy-196,0,0,-6.21243
4tmn,decoy-201,0,0,-5.76045
4tmn,decoy-204,0,0,-10.7947
4tmn,decoy-22,0,0,-9.79267
4tmn,decoy-220,0,0,-6.79479
4tmn,decoy-226,0,0,-4.43511
4tmn,decoy-252,0,0,-5.16779
4tmn,decoy-256,0,0,-6.57718
4tmn,decoy-257,0,0,-11.506
4tmn,decoy-26,0,0,-7.97306
4tmn,decoy-264,0,0,-8.79837
4tmn,decoy-288,0,0,-9.47137
4tmn,decoy-29,0,0,-7.14385
4tmn,decoy-297,0,0,-6.50608
